title,pageid,wikitext
İş amana binince kavga uzamaz,230139,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İş]] amana binince kavga uzamaz

:[1] Kavga edenlerden biri aman dilerse artık çekişme kalmaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İş anlatıncaya kadar baş elden gider,230140,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İş]] anlatıncaya kadar baş elden gider

:[1] Kızışmış bir kavgada, ya da bir tarafın büyük zarara uğrayacağı bir işlemde meramanlatmaya fırsat kalmadan, olacak olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İş insanın aynasıdır,230141,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü||baş=[[iş|İş]] [[insan]]ın [[ayna]]sıdır}}

:[1] Bir kimsenin nasıl bir kişi olduğunu anlamak isterseniz yaptığı işlere bakınındır

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İş insanın kalayı,230142,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İş]] insanın kalayı

:[1] Beden ve kafa, çalıştıkça gelişir, güçlenir, güzelleşir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İş olacağına varır,230143,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İş]] olacağına varır

:[1] Bir iş, koşullar neyi gerektiriyorsa o yönde gelişir; ne olacaksa o olur. Sen onun yürüyüşünüdeğiştiremezsin. Bundan dolayı şu, ya da bu biçimde yürümemekte olmasına boş yere üzülme.


====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İş olmazsa aş olmaz,296996,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

:[1] Eğer işimizi yapmazsak karşılığını alamayız."
"İşçi kırk yılda, tüccar kırk günde",230131,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İşçi]] kırk yılda, tüccar kırk günde

:[1] İşçinin kırk yılda eline geçen parayı tüccar kırk günde, belki de bir günde kazanır. Buna benzer eşitsizlik örnekleri çoktur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İşin yoksa şahit ol, paran çoksa kefil ol",230135,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İş]]in yoksa [[şahit]] ol, paran çoksa [[kefil]] ol

:[1] Tanık, ikide bir de mahkemeye çağrılır, işini, gücünü bırakıp gider. Kefil de, asıl borçlunun borcunu ödememesi dolayısıyla bu parayı ödemek zorunda kalır. Onun için tanıklık, boş oturan kimselerin, kefillik, parası çok kimselerin işidir. İkisinden de uzak kalınız.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İşine hor bakan boynuna torba takar,230132,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İşine]] hor bakan boynuna torba takar

:[1] İşini küçümseyen kişi para kazanamaz. Para kazanmayanın sonu ise dilenciliktir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İşini bilmeyen kasap, ne bıçak kor ne masat",230133,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İş]]ini bilmeyen kasap, ne bıçak kor ne [[masat]]

:[1] Bilmediği işe girişen kişi, her şeyi karmakarışık duruma getirir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İşini kış tut da yaz çıkarsa bahtına,230134,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Sen işini kış tut yaz çıkarsa bahtına

:[1] Başladığın işin güç yürüyeceğini, ya da parlak sonuç vermeyeceğini.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İşkilli büzük dingilder,215394,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İşkil]]li [[büzük]] [[dingildemek|dingilder]]

:[1] Herhangi bir konuda tedirginliği olan ya da yaptığı işe inanmayan kimsenin kendisini belli edeceğini belirtmek üzere kullanılır.
:[2] Bir konuda zaten suçlu olmasından yada kuruntusundan dolayı karşı tarafın da suçlu olduğunu ima etmesi üzerine alınan tavır için söylenmiş söz."
İşleyen demir ışıldar,48557,"{{Haftanın Atasözü|16|2008}}

==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[işlemek|İşleyen]] [[demir]] [[ışıldamak|ışıldar]]

:[1] Bir iş yapmadan oturan kimse bildiklerini unutur, yeteneklerini yitirir. 

====Eş anlamlılar====
:[1] [[Yuvarlanan taş yosun tutmaz]]
:[1] [[Akan su yosun tutmaz]]
:[1] [[Çalışan saf, yatan akıllıdan iyidir]] (Çin atasözü)
:[1] [[İyi çalışan iyi yer]] (Rus atasözü)

====Çeviriler====
{{Üst|tip=çeviriler}}
*Almanca: {{ç|de|Nach getaner Arbeit ist gut ruhen}}
{{Alt}}"
İşleyen demir pas tutmaz,295488,"
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
# Bir iş yapmadan oturan kimse bildiklerini unutur, yeteneklerini yitirir. Çalışan kimse gittikçe açılır, daha yararlı işler yapar."
İşleyen eşeğin boynu boncuklu olur,230136,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İşleyen]] eşeğin boynu boncuklu olur

:[1] İşveren, görevini iyi yapan, çalışkan işçisine iyi bakar. Onu ödüllendirir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İştah dişin dibindedir,230137,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü|baş=[[iştah|İştah]] [[diş]]in [[dip|dibindedir]]}}

:[1] Bir şey yemeyi canı çekmeyen kimse, yiyecekten bir parça tadınca iştahının açıldığını görür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İşten artmaz, dişten artar",230138,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İş]]ten artmaz, dişten artar

:[1] İnsan ne denli çok çalışıp para kazanırsa kazansın, tutumlu harcamasını bilmezse bir şey arttıramaz. Para, kazanmakla değil, tutumla artar,Parayı tutumlu kullanmak gerekir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İt ağzını kemik tutar,230212,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] ağzını kemik tutar

:[1] Aşağılık kişinin ağzını kapamak için ona bir çıkar sağlamak yeter.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İt değmekle deniz pis olmaz,230213,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] değmekle deniz pis olmaz

:[1] Temizliğine herkesin büyük bir inancı bulunan kişi ya da şey, aşağılık kimselerin atmakistediği çamurla kirletilemez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İt derisinden post olmaz,230214,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] derisinden post olmaz

:[1] Aşağılık kimse, ya da şey, yüce ve temiz bir amaca hizmet edemez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İt ite buyurur, it de kuyruğuna",318154,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] ite buyurur, it de kuyruğuna

:[1] Tembel kişi kendisinin yapması gereken işi, tembel olan birine buyurur. O da buyruğu altındaki birine.

====Eş anlamlılar====
:[1] [[Sen ağa ben ağa, bu ineği kim sağa]]

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İt iti ısırmaz,210401,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
İt [[it]]i [[ısırmak|ısırmaz]]

:[1] ""Aynı çıkar için çalışanlar birbirlerine zarar vermez"" anlamında bir söz.

====Eş anlamlılar====
:[1] [[Kurt komşusunu yemez]]"
İt iti suvatta bulur,230218,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] iti suvatta bulur

:[1] Aşağılık kişiler birbirlerini kendi gibilerinin toplandığı yerde bulurlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İt itin ayağına basmaz,230216,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] itin ayağına basmaz

:[1] Başkasına kötülük etmekte ayaktaş olanlar birbirlerini incitmezler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İt itin kuyruğunu bırakmaz,230217,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] itin kuyruğunu bırakmaz

:[1] İşleri, güçleri kötülük yapmak olanlar birbirlerinden ayrılmazlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İt kağnı gölgesinde yürür de kendi gölgesi sanırmış,230220,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] kağnı gölgesinde yürür de kendi gölgesi sanırmış

:[1] Başkasının korumasıyla iş yapan akılsız kişi, desteklendiğini unutarak kendi gücüne inanır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İt kışı geçirir ama gel derisinden sor,230219,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] kışı geçirir ama gel derisinden sor

:[1] Bir desteği bulunmayan kişi, (özellikle paraca) çektiği sıkıntıları zamanla atlatır ama buarada çektiklerini ancak kendisi bilir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İt sürü para kazan,230221,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü|baş=[[it|İt]] [[sürmek|sürü]] [[para]] [[kazanmak|kazan]]}}

# [[ekmek parası|Ekmek parası]] [[kazanmak]] için [[it sürümek]] gibi bir iş tutmak bile ayıp değildir.

===Kaynakça===
* {{Aksoy, Ömer Asım-ADS-1995}}"
"İt ulur, birbirini bulur",230222,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] ulur, birbirini bulur

:[1] Aşağılık kimse bir konu üzerinde sesini yükseltince aynı amacı güdenler o ses etrafındatoplanır, kendisiyle birleşirler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İt ürür, kervan yürür",230211,"{{Haftanın Atasözü|10|2008}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

:[1] Doğru yolda olanlara çatanlar, kervana ürüyen köpekler bu kervana benzer. Bu tür karşı koymalar, yürüyüşü engelleyemez.

====Çeviriler====
{{Üst|tip=çeviriler}}
*Azerbaycanca:{{ç|az|it hürüyər, karvan keçər}}
{{Alt}}

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İt yal yediği kapıyı bekler,230223,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]] yal yediği kapıyı bekler

:[1] Vefalı kişi, iyilik gördüğü kimseyi ya da kurumu savunur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İt, boku acından yer",230200,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]], boku acından yer

:[1] Yasa dışı çıkar sağlayanlar ve toplumun kınadığı yollarla para kazananlar içinde öyleleri var ki, yaşamlarını sürdürebilmek için başka yol bulamamışlardır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İte dalanmaktan çalıyı dolanmak iyidir,230201,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İte]] dalanmaktan çalıyı dolanmak iyidir

:[1] Kişi, yapacağı işte huysuz biriyle çatışacaksa işini o kişiyle karşılaşmayacağı yoldan (bu yolgüçlüklerle dolu olsa bile) yürütmelidir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İte vurmazlar sahibinin hatırı var diye,230202,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İte]] vurmazlar sahibinin hatırı var diye

:[1] Bir kimsenin buyruğu altındaki kişiyi incitecek eylem, dolaylı olarak o kimseyi de incitir. Bunedenle bir kimse adına iş gören buyruk altındaki kişilere karşı dikkatli bulunmak gerekir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İti an çomagı hazırla,297036,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

:[1] Kötü kişiden bahsediyorsan o gelince denir."
"İti an, taşı eline al",230208,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İti]] an, taşı eline al

:[1] Saldırgan birisiyle karşılaşacak olan kimse, kavgaya hazır olmalıdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İti öldürene sürütürler,162121,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]]i öldürene sürütürler.

:[1] ""Bir kişinin sorumluluğundaki görev kötü şekilde sonuçlanırsa, bu sonucun düzeltilmesi için bizzat o kişi çaba göstermelidir"" anlamına gelen bir söz."
İtin ahmağı baklavadan pay umar,230203,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İtin]] ahmağı baklavadan pay umar

:[1] Aptal kişi, eline geçmesi olanağı bulunmayan bir nimeti bekler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İtin akılsızı kurban bayramında sılaya gider,230204,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İtin]] akılsızı kurban bayramında sılaya gider

:[1] İşini bilmeyen kişi, ayağına gelen kısmetten yararlanacağı yerde, zorunlu olmayan, her zaman yapabileceği bir işi öne alır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İtin duası kabul olsa gökten kemik yağar,230205,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İtin]] duası kabul olsa gökten kemik yağar

:[1] Aşağılık kişinin istediği olsaydı dünya, yalnız kendisinin işine yarayan, başkalarını rahatsızeden şeylerle dolardı.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İtin gönlüne kalsa günde bir leş yer,230206,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İtin]] gönlüne kalsa günde bir leş yer

:[1] Tamahkar kişi doymak bilmez. Gözü hep daha çok kazançtadır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İtin kuyruğu kalıba konmakla doğrulmaz,230207,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İtin]] kuyruğu kalıba konmakla doğrulmaz

:[1] Yaradılıştan kötü olan kişi, ne denli eğitilirse eğitilsin yola gelmez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İtle çuvala girilmez,230209,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İt]]le çuvala girilmez

:[1] Edepsiz ve saldırgan kimse ile bir konu üzerinde karşılaşmak ve kavgaya tutuşmak doğrudeğildir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İtle dalaşmaktan çalıyı dolaşmak yeğdir,230210,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İtle]] dalaşmaktan çalıyı dolaşmak yeğdir

:[1] Edepsiz kimse ile uğraşmamak için onun bulunduğu yerden uzaklaşınız.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İven kız ere varmaz, varsa da baht bulmaz",230224,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İven]] kız ere varmaz, varsa da baht bulmaz

:[1] İvmekle koca bulunmaz. İven kız eşini iyi seçemeyeceği, rasgele bir kocaya varacağı içinmutlu olmaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İven sinek süte düşer,230225,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İven]] sinek süte düşer

:[1] İşlerini gerektiğinden önce yapmaya çalışanlar ağır zararlara uğrarlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İyi evlat babayı vezir, kötü evlat rezil eder",230227,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İyi]] evlat babayı vezir, kötü evlat rezil eder

:[1] Babaya ün kazandıran da, el içine çıkamayacak bir duruma düşüren de evlatlarının tutumudur. Baba, akıllı, şerefli evladıyla övünür. Kötü, şerefsiz evladından da utanır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İyi insan sözünün üstüne gelir,230228,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İyi]] [[insan]] sözünün üstüne gelir

:[1] Yokluğunda kendisinden söz edilen kimse, konuşmanın üzerine gelirse, o iyi bir insandır, denilir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İyi nasihat verilir, iyi ad verilmez",230229,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İyi]] nasihat verilir, iyi ad verilmez

:[1] Bir kimse başkasına iyi öğüt verebilir ama iyi ad, ün veremez. Bunu ancak kişinin kendisi kazanabilir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
İyi olacak hastanın hekim ayağına gelir,230230,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İyi]] olacak hastanın hekim ayağına gelir

:[1] ALLAH(cc.) kötü bir durumun iyiliğe dönmesini emretmişse bunu yapacak kimse işin üstüne gelir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İyiliğe iyilik olsaydı, koca öküze bıçak olmazdı",230231,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İyiliğe]] iyilik olsaydı, koca öküze bıçak olmazdı

:[1] Bu dünyada her zaman iyiliğe karşı iyilik görülmez. İyiliğe karşı kötülük de çoktur. Baksanıza, öküz, ömrü boyunca hizmet ederek sahibine kazanç sağlamasına karşın ihtiyarlayınca sahibi onu kesiyor.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İyiliğe nereye gidiyorsun demişler, kötülüğe demiş",230232,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İyiliğe]] nereye gidiyorsun demişler, kötülüğe demiş

:[1] Birçok iyiliklerin karşısında kötülük vardır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İyilik et denize at, balık bilmezse Halik bilir",230233,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[iyilik etmek|İyilik et]] [[deniz]]e [[atmak|at]], [[balık]] [[bilmek|bilmezse]] [[Halik]] [[bilmek|bilir]]<BR>
[[iyilik yapmak|İyilik yap]] [[deniz]]e [[atmak|at]], [[balık]] [[bilmek|bilmezse]] [[Halik]] [[bilmek|bilir]]

:[1] Karşılık beklemeden iyilik yap. İlgili, senden iyilik gördüğünü bilmese de Tanrı iyilik yaptığını bilir ve sen bu davranışından dolayı bir iç rahatlığı duyarsın.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"İyilik et kele, övünsün ele",453522,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü}}
# 
İyilik et kele, övünsün ele

:[1] Bazen iyilik ettiğin kişiler bunu anlamamazlıktan gelip başkalarına kendi eseri gibi gösterir.

====Kaynakça====
*AKSOY, Ömer Asım (1988) Atasözleri ve Deyimler Sözlüğü I-II, İstanbul: İnkılâp Kitabevi"
İyilik iki baştan olur,230234,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[İyilik]] iki baştan olur

:[1] Birbiriyle ilişkileri bulunan iki kişinin iyi geçinebilmeleri için yalnız birinin iyi olması yetmez. Ötekinin de iyi olması gerektir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kabahat da gizli olmalı, ibadet de",181591,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Kabahat da [[gizli]] olmalı, [[ibadet]] de

:[1] ""Yapılan bütün işlerde işin özüne inmeye gayret edilmelidir.Başkalarına gösteriş için yapılan hiçbir işten,davranıştan iyilik ve hayır beklemek mümkün değildir"" anlamında bir söz."
Kabahat samur kürk olsa kimse sırtına almaz,231444,"== Türkçe ==

===Atasözü===
{{tr-atasözü}}
# [[kabahat|Kabahat]]; [[kınanmak|kınanan]], [[cezalandırılmak|cezalandırılan]] bir davranış olduğundan hiçbir kimse onu ben yaptım demez.

===Kaynakça===
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kabiliyetli çırak ustayı geçer Bunun ustası falancadır,231445,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kabiliyetli]] çırak ustayı geçer Bunun ustası falancadır

:[1] Yetişemez dememeli. Yetenekli çırak, ustasını geçer. Böyle olmasaydı hiçbir dalda ilerleme olmazdı.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kabul olunmayacak duaya amin denmez,231446,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kabul]] olunmayacak duaya amin denmez

:[1] Gerçekleşmesi olanaksız girişime oy vermek doğru değildir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}
====Kaynakça===="
Kaçan balık büyük olur,181589,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü}}
# Balık tutma eyleminin insan ilişkilerine uyarlanması kadar ahlaki olan gerçek dışı bir kayıptan avunma halini bildirir.
# Kişi elindeki imkanları iyi ve zamanında kullanmasını bilmelidir.Zamanında kullanamaz ve fırsatı kaçırırsa küçük bir fırsatı büyükmüş gibi gösterir ve uzun zaman aynı şeyleri söyler. Çünkü fırsatı değerlendirememenin beceriksizliğini hisseder durur.

====Eş anlamlılar====
* {{l|tr|Kel ölür, sırma saçlı olur; kör ölür, badem gözlü olur}}"
"Kaçanı kovmazlar , yıkılanı vurmazlar",231439,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kaçanı]] kovmazlar , yıkılanı vurmazlar

:[1] Düşman kaçarsa yenilgiyi kabul etmiş demektir. Onu kovalayıp ezmeye çalışmak mertliğe yakışmaz. Yıkılanı, güçsüz olduğunu göstereni vurmak da böyle.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kaçanın anası ağlamamış,214206,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[kaçmak|Kaçanın]] [[ana]]sı [[ağlamak|ağlamamış]]

:[1] ""Tehlikeden kaçan kazançlı çıkmış."" anlamında kullanılan bir söz."
Kader olmayınca kadir bilinmez,231454,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kader]] olmayınca kadir bilinmez

:[1] Kişi talihsiz ise, ne denli iyi bir insan olursa olsun, değeri bilinmez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kadı anlatana göre fetva verir,181592,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Kadı anlatana göre [[fetva]] verir

:[1] ""Herkes bildiğini ve gördüğünü eksiksiz olarak söylemelidir.Çünkü dinleyen,olayı görmeyen kimseler anlatılana göre karar verirler"" anlamında bir söz."
Kadı anlatışa göre fetva verir,231453,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kadı]] anlatışa göre fetva verir

:[1] Haksız kişi, olayı kendisini haklı gibi göstererek anlatırsa, dinleyen ona hak verir. Bu kişininhaksız gösterdiği kimseyi de haksız bulur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kadı ekmeğini karınca yemez,181593,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Kadı ekmeğini [[karınca]] yemez

:[1] ""Kadı,kanunların uygulayıcısı olduğu için kimse onun malına dokunamaz.Sonucunun kötü olacağını bilir.Kadılar hakkın,kanunun ve düzenin temsilcisi oldukları için kimse onların mallarına kötü gözle bakmaz,bakamaz"" anlamında bir söz."
"Kadın kocasını isterse vezir, isterse rezil eder",231451,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kadın]] kocasını isterse vezir, isterse rezil eder

:[1] Akıllı ve tutumlu kadın kocasının saygınlığını da mal varlığını da artırır. Oynak ve tutumsuz kadın da kocasını toplum içinde küçük düşürür; yoksulluğa sürükler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kadın kocasının çarığı, anasının sarığıdır",231450,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kadın]] kocasının çarığı, anasının sarığıdır

:[1] Kadın, kocasının çıkarıp attığı çarık gibi terk edilebilir bir durumdadır. Ama annesi onu her zaman baştacı eder.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kadının fendi erkeği yendi,231448,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kadının]] fendi erkeği yendi

:[1] Kadınlar kurnazlıkta erkeklerden üstündürler. Çeşit çeşit oyunlarla her zaman erkekleriyenerler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kadının sofusu, şeytanın maskarası",231449,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kadının]] sofusu, şeytanın maskarası

:[1] Sofu kadınla şeytan alay eder. Çünkü böyle kadınlar, evleriyle ilgilenmezler, işlerini güçlerini bırakırlar. Bu biçimsel ibadet yüzünden gerçek ibadetlerini yapamazlar; yani evlerine, ailelerine bakamazlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kadının şamdanı altın olsa mumu dikecek erkektir,231447,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kadının]] şamdanı altın olsa mumu dikecek erkektir

:[1] Kadın ne denli bol, değerli çeyizle gelirse gelsin evin bütün eksiklerini erkek sağlar; giderlerini erkek karşılar; evi o geçindirir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kadıyla mı iyisin, kapıyla mı? Kapıyla",231452,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kadıyla]] mı iyisin, kapıyla mı?  Kapıyla

:[1] İşini istediği biçimde sonuçlandırmak isteyen kişi, yüksek yetkiliden çok, onun buyruğu altında çalışan görevliyle uyuşmalıdır. Çünkü kararı hazırlayan odur. Yüksek yetkili sadece imzalar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kalaylı bakır küflenmez,231457,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kalaylı]] bakır küflenmez

:[1] Temizliğini herkesin bildiği kişi ve iş lekelenemez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Kalbin yolu mideden geçer,231458,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kalbin]] yolu mideden geçer

:[1] Bir kimsenin sevgisini kazanmak isterseniz ona ziyafet verip güzel yiyecekler sununuz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Kaldın mı oğul eline, müdara eyle geline",231459,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Kaldın]] mı oğul eline, müdara eyle geline

:[1] Oğullarının bakımına muhtaç olan ana baba, gelinlerine yaranmak zorundadırlar. Çünkü evin asıl sahibi artık oğulları değil gelinleridir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
